query,n,cout_opt,cout_when_cmax,cmax_opt,cmax_when_cout,bounded_cout_opt
../../queries/ceb-imdb-full/6a_6a447.csv,14,154415,241266,86168,86168,154415
../../queries/ceb-imdb-full/9a_9a8171432558601ce47cdc5fe9f729826b581e67.csv,9,156256,239957,126473,126473,156256
../../queries/ceb-imdb-full/1a_1a2697.csv,9,3859,5733,1913,1914,5733
../../queries/ceb-imdb-full/3a_3a1273.csv,10,313032,314190,215803,215803,313032
../../queries/ceb-imdb-full/9a_0d844cc04ee0765fe5df17776f53e1f0e1e7fc90.csv,9,495557,1836083,458695,458695,495557
../../queries/ceb-imdb-full/9a_5dff35a608ee5ce23bf59044c4b2f37c568a1e56.csv,9,173545,173545,160202,160202,173545
../../queries/ceb-imdb-full/1a_1a2683.csv,9,2253,2253,1023,1023,2253
../../queries/ceb-imdb-full/3a_3a1267.csv,10,1323,1347,612,657,1345
../../queries/ceb-imdb-full/6a_6a453.csv,14,19161,53314,16576,16576,19161
../../queries/ceb-imdb-full/6a_6a335.csv,14,192607,458740,110994,110994,192607
../../queries/ceb-imdb-full/9b_c4098fdb726a4c7c26d312f7334d561b92ff9394.csv,9,16122,18085,10287,13254,16634
../../queries/ceb-imdb-full/5a_5a993.csv,10,50312,68484,29110,29110,50312
../../queries/ceb-imdb-full/4a_4a130.csv,6,1042,1369,937,937,1042
../../queries/ceb-imdb-full/11b_0405e1a1fc630dbfb0f13d42de731a2c0d2c20cc.csv,12,3330321,3480744,790476,790476,3330321
../../queries/ceb-imdb-full/11b_047304b887156add779c1ed07e44d3d88daed459.csv,12,303352,303352,216157,216157,303352
../../queries/ceb-imdb-full/8a_8a179.csv,12,2532056,4722884,840725,840725,2532056
../../queries/ceb-imdb-full/9b_ad72977100ae15380dd08cbc75d124cf9cf7539f.csv,9,39355,103889,24922,24922,39355
../../queries/ceb-imdb-full/10a_92b7a636696ce1e8f5cf5b783d5ff0bcf83e3347.csv,7,473166,488938,183858,183858,473166
../../queries/ceb-imdb-full/2a_2a787.csv,11,211988,213880,160620,161818,213880
../../queries/ceb-imdb-full/4a_4a118.csv,6,7024,7024,5542,5542,7024
../../queries/ceb-imdb-full/8a_8a151.csv,12,29844,53170,20616,20616,29844
../../queries/ceb-imdb-full/11a_d29edcd12d47c3ffc4bf2faa6902a3dce1acc007.csv,10,422,439,111,111,422
../../queries/ceb-imdb-full/5a_5a763.csv,10,2905,2989,982,982,2905
../../queries/ceb-imdb-full/11b_a936a7976c8ded1bfc4fd044758eb81c5ab822d6.csv,12,452698,662554,297956,297956,452698
../../queries/ceb-imdb-full/1a_1a2873.csv,9,762122,778202,469161,469161,762122
../../queries/ceb-imdb-full/3a_3a842.csv,10,224235,342941,111558,111988,231620
../../queries/ceb-imdb-full/11a_0577d037a1f9c336cfc45e6e3106c923ebac0c12.csv,10,1331393,1581599,396001,396001,1331393
../../queries/ceb-imdb-full/9a_526956705592d9bb250fee4eb02bc36a6248428f.csv,9,340534,340534,254037,254037,340534
../../queries/ceb-imdb-full/1a_1a2867.csv,9,414058,822557,276403,276403,414058
../../queries/ceb-imdb-full/3a_3a856.csv,10,46234,73449,27915,31975,65852
../../queries/ceb-imdb-full/2a_2a793.csv,11,994705,1094911,316118,316118,994705
../../queries/ceb-imdb-full/3b_e016b9255a955ee48e924c761d5c9e05812f7a29.csv,10,125704,169568,56485,56485,125704
../../queries/ceb-imdb-full/8a_8a145.csv,12,1963914,3612815,684709,684709,1963914
../../queries/ceb-imdb-full/5a_5a777.csv,10,61957,64295,22048,22048,61957
../../queries/ceb-imdb-full/6a_6a309.csv,14,99166,187385,55073,74450,131068
../../queries/ceb-imdb-full/1a_1a306.csv,9,236693,263940,204361,205234,263940
../../queries/ceb-imdb-full/11a_729f85df508d9c7e7d8e010f38b2b1a93e104d1b.csv,10,92025,159459,36520,36520,92025
../../queries/ceb-imdb-full/9a_dd6a8941f3207031a0875a974d43a5034c8749cc.csv,9,4891299,10334319,2501639,2501639,4891299
../../queries/ceb-imdb-full/3a_3a103.csv,10,1263046,1427409,753402,753402,1263046
../../queries/ceb-imdb-full/10a_ee46877d0663a810ad9b22e83fd05ad02863eb0d.csv,7,184843,316804,178504,178504,184843
../../queries/ceb-imdb-full/1a_1a2132.csv,9,834685,847579,773674,773674,834685
../../queries/ceb-imdb-full/5a_5a944.csv,10,3251,3350,1330,1330,3251
../../queries/ceb-imdb-full/2a_2a778.csv,11,1890856,1956678,667955,667955,1890856
../../queries/ceb-imdb-full/1a_1a2654.csv,9,251323,257884,198226,198226,251323
../../queries/ceb-imdb-full/3a_3a665.csv,10,1855068,1870703,1558032,1558032,1855068
../../queries/ceb-imdb-full/10a_c9d1c741a331a074d67bc62910efcfb361149061.csv,7,64474,118980,53031,53031,64474
../../queries/ceb-imdb-full/3b_18dda86b8c01e942361ac221a4cee75eb9734678.csv,10,9531,13162,5433,5433,9531
../../queries/ceb-imdb-full/6a_6a484.csv,14,35919,57470,28931,29649,38060
../../queries/ceb-imdb-full/9a_245a5f050b37f7abb169b01e0fe40977b61c8aee.csv,9,3267854,3267854,783180,783180,3267854
../../queries/ceb-imdb-full/1a_1a460.csv,9,497482,500881,419382,443186,500881
../../queries/ceb-imdb-full/6a_6a490.csv,14,18794,34224,8274,8274,18794
../../queries/ceb-imdb-full/9a_5e1b95951d53c27f73392977bbb48b18116ebe22.csv,9,32731,76488,21267,21267,32731
../../queries/ceb-imdb-full/1a_1a1349.csv,9,122629,159563,77653,77653,122629
../../queries/ceb-imdb-full/1a_1a474.csv,9,480621,734056,476134,478863,734056
../../queries/ceb-imdb-full/9a_fa38c5593991960131c6272202e9d1c13dadaecc.csv,9,818578,1777218,753052,753052,818578
../../queries/ceb-imdb-full/1a_1a2640.csv,9,12413,12435,6378,6378,12413
../../queries/ceb-imdb-full/1a_1a2898.csv,9,1962,2724,1147,1147,1962
../../queries/ceb-imdb-full/3a_3a671.csv,10,16277,22709,6560,6560,16277
../../queries/ceb-imdb-full/5a_5a788.csv,10,49819,50183,22431,22431,49819
../../queries/ceb-imdb-full/3a_3a117.csv,10,12169,14472,9369,9369,12169
../../queries/ceb-imdb-full/5a_5a950.csv,10,581128,583423,278849,278849,581128
../../queries/ceb-imdb-full/1a_1a2126.csv,9,1197920,1296173,791432,791432,1197920
../../queries/ceb-imdb-full/10a_ab2c5b4dc90d135f62ad1ddff33bd5fe9054d59a.csv,7,335109,360514,184758,184758,335109
../../queries/ceb-imdb-full/1a_1a312.csv,9,41531,63118,12602,12617,52487
../../queries/ceb-imdb-full/8a_8a192.csv,12,156333,225709,111810,111810,156333
../../queries/ceb-imdb-full/2a_2a744.csv,11,176630,176639,110550,110550,176630
../../queries/ceb-imdb-full/5a_5a978.csv,10,5113,5181,2410,2410,5113
../../queries/ceb-imdb-full/10a_0410f43135d802895f1e4bd2730cde3bcbcf28c7.csv,7,296767,408361,259381,259381,296767
../../queries/ceb-imdb-full/1a_1a1407.csv,9,1441622,1512161,1093558,1093558,1441622
../../queries/ceb-imdb-full/9a_d88bc8dd4fc7aeb8028c8ca99a68b0d5a77efbe0.csv,9,2202986,6289419,1556036,1556036,2202986
../../queries/ceb-imdb-full/1a_1a1361.csv,9,313467,313467,147628,147628,313467
../../queries/ceb-imdb-full/9a_f3be16b8dac38148b4d584180da83f17ff0b55df.csv,9,1542544,3878162,1313551,1313551,1542544
../../queries/ceb-imdb-full/9a_2c9bfb20cd965189fe76a582d3b85b4b5f614340.csv,9,5956,6247,1790,1864,6247
../../queries/ceb-imdb-full/9b_a9f817d552e16400dd4d70374536bb4c3809f228.csv,9,308026,443523,240200,240966,326777
../../queries/ceb-imdb-full/3a_3a881.csv,10,16660,16681,5449,5449,16660
../../queries/ceb-imdb-full/1a_1a2668.csv,9,124410,125742,112326,112458,125212
../../queries/ceb-imdb-full/9a_ab381dd2e9cf0b7f0f723c90b9bb15475675f66f.csv,9,258672,258672,234763,234763,258672
../../queries/ceb-imdb-full/3a_3a659.csv,10,60507,60890,17890,17890,60507
../../queries/ceb-imdb-full/9b_bcf037d9ecf8438fa9c4eed2210245a1414aafbc.csv,9,44736,52412,17747,17747,44736
../../queries/ceb-imdb-full/3a_3a895.csv,10,42821,48936,23313,24640,45084
../../queries/ceb-imdb-full/3a_3a1298.csv,10,521,537,338,338,521
../../queries/ceb-imdb-full/9a_bb545076a6377d850f6bc20ab52a6ea2af22027d.csv,9,36858,66963,26458,26458,36858
../../queries/ceb-imdb-full/9a_7f3de57d8cf123fffa7fa2404ac80efe497a6521.csv,9,60888,60888,49995,49995,60888
../../queries/ceb-imdb-full/10a_9e9e889ca3b628fe28918c2236b1f99f396cf812.csv,7,30095,73854,23662,23662,30095
../../queries/ceb-imdb-full/1a_1a1375.csv,9,1154382,1154382,865161,865161,1154382
../../queries/ceb-imdb-full/9b_cb084a77213914cdc4557bcfd30446f9c3649fda.csv,9,420768,422216,311455,311455,420768
../../queries/ceb-imdb-full/1a_1a448.csv,9,25779,26804,13408,13759,26804
../../queries/ceb-imdb-full/1a_1a1413.csv,9,791050,791651,773674,773674,791050
../../queries/ceb-imdb-full/8a_8a186.csv,12,16090,29477,7357,7357,16090
../../queries/ceb-imdb-full/9a_c162f34f6f0ac41e94b27b768527ebf526d66aed.csv,9,15916,15916,4773,4773,15916
../../queries/ceb-imdb-full/2a_2a750.csv,11,372601,448513,295940,316118,421280
../../queries/ceb-imdb-full/10a_0c5ab9562feecdb264559a0bf6a306b1c9ae6cd6.csv,7,85219,85782,37539,37539,85219
../../queries/ceb-imdb-full/10a_bacd55e492cb2fa5541ee4a3c760d20e7653dd70.csv,7,50328,84275,47207,47207,50328
../../queries/ceb-imdb-full/3a_3a1071.csv,10,47019,55876,20375,22471,53469
../../queries/ceb-imdb-full/1a_1a2495.csv,9,64980,75213,37107,40612,69368
../../queries/ceb-imdb-full/4a_4a440.csv,6,122288,145958,55582,55595,145958
../../queries/ceb-imdb-full/8a_8a409.csv,12,42315,68119,23562,37796,59763
../../queries/ceb-imdb-full/10a_e1727727a0bee5faaa2e7540a826c90963137bda.csv,7,169719,260033,155648,155648,169719
../../queries/ceb-imdb-full/2b_2b286.csv,11,39576,63147,20033,24640,60161
../../queries/ceb-imdb-full/1a_1a879.csv,9,346046,346046,316118,316118,346046
../../queries/ceb-imdb-full/1a_1a1822.csv,9,7040,7480,2508,2508,7040
../../queries/ceb-imdb-full/11b_c2e0d8b57d7bf6add718c5365c22abef98ce10bd.csv,12,39564,51092,35171,35171,39564
../../queries/ceb-imdb-full/6a_6a123.csv,14,84968,86926,30620,30620,84968
../../queries/ceb-imdb-full/10a_8701b26b42eff5ca03e83f81b289802842749bd6.csv,7,4346,9590,2598,2598,4346
../../queries/ceb-imdb-full/11a_7cddbd0db6a53b77b2175ea768ea9537f2161ba5.csv,10,154972,162281,48683,48683,154972
../../queries/ceb-imdb-full/4a_4a326.csv,6,848657,1982228,529446,529446,848657
../../queries/ceb-imdb-full/10a_6fc3a4b20d4d414e48eb53f24f89cd3bf98c7051.csv,7,13773,19166,12928,12928,13773
../../queries/ceb-imdb-full/9b_9d1c15b67b062748392337cc3a3bfe52f962c88e.csv,9,328423,334587,152441,152441,328423
../../queries/ceb-imdb-full/5a_5a549.csv,10,12858,17328,3553,3553,12858
../../queries/ceb-imdb-full/4a_4a332.csv,6,36953,40084,15068,15354,40084
../../queries/ceb-imdb-full/1a_1a1836.csv,9,60699,76991,33701,33701,60699
../../queries/ceb-imdb-full/6a_6a137.csv,14,11363,21249,5619,5619,11363
../../queries/ceb-imdb-full/9a_488f3f679d71633c8c78dd4b40ca026822bd1775.csv,9,24839,24839,12890,12890,24839
../../queries/ceb-imdb-full/2b_2b292.csv,11,371934,424900,118240,118240,371934
../../queries/ceb-imdb-full/1a_1a1188.csv,9,1817883,2199568,855394,855394,1817883
../../queries/ceb-imdb-full/10a_2c974d9c3a90b84248fc52c28030264f96d58d0a.csv,7,422036,601516,221563,233369,431942
../../queries/ceb-imdb-full/3a_3a1065.csv,10,64686,72028,34877,34877,64686
../../queries/ceb-imdb-full/9a_df14ee51357f17757dc9ebb49f31e119116b612e.csv,9,93592,93592,74400,74400,93592
../../queries/ceb-imdb-full/4a_4a454.csv,6,50740,50740,26904,26904,50740
../../queries/ceb-imdb-full/1a_1a2481.csv,9,385015,431273,300153,301771,393814
../../queries/ceb-imdb-full/11a_bfd50d34da994539b4dd05b70c85bdc6526df505.csv,10,1936,2266,1212,1212,1936
../../queries/ceb-imdb-full/1a_1a845.csv,9,58340,58340,47348,47348,58340
../../queries/ceb-imdb-full/9a_b78a8b465993d8224b8f1e0ae97a260e09f0e2f3.csv,9,398935,416909,202135,202135,398935
../../queries/ceb-imdb-full/5a_5a207.csv,10,690045,698039,293144,293144,690045
../../queries/ceb-imdb-full/8a_8a435.csv,12,315115,372496,195711,195711,315115
../../queries/ceb-imdb-full/3a_3a498.csv,10,127026,136934,90839,90839,127026
../../queries/ceb-imdb-full/9a_ab6054017d1eb6374fdd1a95e181fa3b5108f01b.csv,9,10071097,11408163,5344920,5344920,10071097
../../queries/ceb-imdb-full/9a_5629d29331f9525e9f35035abc43f64f07da1bb3.csv,9,188705,368099,117728,117728,188705
../../queries/ceb-imdb-full/9a_4f1ed4cc7dc7c7beaa83f64010fcbeca6c1637d2.csv,9,2595886,2595886,1346538,1346538,2595886
../../queries/ceb-imdb-full/5a_5a561.csv,10,938,940,789,789,938
../../queries/ceb-imdb-full/9a_dcf8186f7c30623fba46fd1d08e7e5507faecca1.csv,9,129479,440152,114436,114436,129479
../../queries/ceb-imdb-full/8a_8a353.csv,12,500389,1239527,312606,312606,500389
../../queries/ceb-imdb-full/9a_f49a95879fd3acb6bf25e6f6f203f4db047fcadd.csv,9,575006,1550815,364717,364717,575006
../../queries/ceb-imdb-full/2a_2a585.csv,11,213400,220116,143633,146534,214250
../../queries/ceb-imdb-full/11b_18928352b445ad8b950c504de4614a95a340db77.csv,12,201532,202390,51923,51923,201532
../../queries/ceb-imdb-full/10a_c534dca0c4c2ca2ac7bca135062653986c298340.csv,7,225460,244956,190737,190737,225460
../../queries/ceb-imdb-full/5a_5a575.csv,10,5007,5007,1870,1870,5007
../../queries/ceb-imdb-full/8a_8a347.csv,12,1221233,1274073,534207,534207,1221233
../../queries/ceb-imdb-full/10a_f193f0a7c97a00ea8d55103b0f73d9f890d03832.csv,7,21416,21548,13122,13122,21416
../../queries/ceb-imdb-full/2a_2a591.csv,11,26972,27402,10292,10292,26972
../../queries/ceb-imdb-full/4a_4a468.csv,6,6547,6547,5797,5797,6547
../../queries/ceb-imdb-full/3a_3a1059.csv,10,181586,206751,82307,82307,181586
../../queries/ceb-imdb-full/9a_8ec2f5402ce2219696eba5d410fc29918145d6b9.csv,9,730787,1508221,337078,337078,730787
../../queries/ceb-imdb-full/5a_5a213.csv,10,680,696,243,243,680
../../queries/ceb-imdb-full/8a_8a421.csv,12,10280033,17039513,4364117,4364117,10280033
../../queries/ceb-imdb-full/1a_1a851.csv,9,808108,820590,773674,773674,808108
../../queries/ceb-imdb-full/9a_23a3e82ac948ab52baceab8af9fd7df4ac55769b.csv,9,870927,940935,592988,592988,870927
../../queries/ceb-imdb-full/1a_1a689.csv,9,11589,13294,5742,8959,12194
../../queries/ceb-imdb-full/1a_1a662.csv,9,1165623,1191015,1093558,1093558,1165623
../../queries/ceb-imdb-full/11b_42af02e6eef48b3882396e41c27550b10291d90f.csv,12,1487,1552,1337,1337,1487
../../queries/ceb-imdb-full/2c_2c272.csv,9,804,839,411,411,804
../../queries/ceb-imdb-full/2b_2b245.csv,11,29069,39763,9519,9519,29069
../../queries/ceb-imdb-full/10a_27a2d032d6e221a02256136cb3586527f490dad9.csv,7,29271,58959,27886,27886,29271
../../queries/ceb-imdb-full/3a_3a467.csv,10,96509,138956,43011,43011,96509
../../queries/ceb-imdb-full/9a_83e6cdf5e40747e896ee87b664cd2ec0def31b87.csv,9,635785,635785,467689,467689,635785
../../queries/ceb-imdb-full/4a_4a483.csv,6,46976,50800,18532,18856,50800
../../queries/ceb-imdb-full/1a_1a2456.csv,9,1449557,1587413,1142954,1174792,1587283
../../queries/ceb-imdb-full/11a_6cb6c5bed92a26ceddf9aa4c5999ea2c49fa6d59.csv,10,488800,534564,235906,235906,488800
../../queries/ceb-imdb-full/10a_6d51537f6bc40ff2c608e0c5520facb8f43a9b63.csv,7,875566,1900638,705130,705130,875566
../../queries/ceb-imdb-full/1a_1a2330.csv,9,898020,936987,764065,764430,936987
../../queries/ceb-imdb-full/3a_3a301.csv,10,448560,478500,182157,182157,448560
../../queries/ceb-imdb-full/11a_71ce441c491406e6511626c6dc9781c5c190eaec.csv,10,901718,1152920,300996,300996,901718
../../queries/ceb-imdb-full/1a_1a1639.csv,9,1350826,1351864,691276,691276,1350826
../../queries/ceb-imdb-full/1a_1a104.csv,9,24955,24955,14387,14387,24955
../../queries/ceb-imdb-full/10a_9ebea2ea8257575a630d50108c51f47fb2e6e51c.csv,7,63036,66066,44517,44517,63036
../../queries/ceb-imdb-full/9b_792ce325bf175ba11f3c429e71195e381483791f.csv,9,361083,380047,272626,274173,380047
../../queries/ceb-imdb-full/1a_1a110.csv,9,860963,877973,618968,622398,877973
../../queries/ceb-imdb-full/1a_1a2324.csv,9,37925,50146,20314,20662,40674
../../queries/ceb-imdb-full/9b_a1f494ba70ff07431bc276ca442c92877596a1dd.csv,9,9631,10185,1905,1905,9631
../../queries/ceb-imdb-full/3a_3a315.csv,10,60583,82831,26662,26662,60583
../../queries/ceb-imdb-full/9a_c3bab77afc6ee8d92c5e406c61df21717a9b7f7b.csv,9,1195804,1195804,332947,332947,1195804
../../queries/ceb-imdb-full/3a_3a473.csv,10,163350,168235,47048,66802,168235
../../queries/ceb-imdb-full/2b_2b14.csv,11,2978,3044,2357,2357,2978
../../queries/ceb-imdb-full/2a_2a208.csv,11,20071,20948,4117,4117,20071
../../queries/ceb-imdb-full/1a_1a2442.csv,9,57091,57091,31262,31262,57091
../../queries/ceb-imdb-full/4a_4a497.csv,6,172255,187873,82545,82853,187873
../../queries/ceb-imdb-full/1a_1a676.csv,9,110091,111532,82770,82958,111532
../../queries/ceb-imdb-full/9a_1c62c79b27dfffba0a623e6c812b36a309ad9015.csv,9,2635610,2635610,1645044,1645044,2635610
../../queries/ceb-imdb-full/2c_2c266.csv,9,271,271,249,249,271
../../queries/ceb-imdb-full/9a_4b5030d6d3141018644f8c21ae066f78dca894ee.csv,9,573033,573033,505379,505379,573033
../../queries/ceb-imdb-full/10a_ff28e87026770d06e47c8133bde907e8f62af5f2.csv,7,28161,62636,21085,21085,28161
../../queries/ceb-imdb-full/2b_2b251.csv,11,4235400,4458309,2796814,2796814,4235400
../../queries/ceb-imdb-full/2a_2a220.csv,11,60829,66386,30596,30755,64599
../../queries/ceb-imdb-full/9a_2b235be074264e7d6ea51f3e43bf3400ca38c570.csv,9,888318,888318,678223,678223,888318
../../queries/ceb-imdb-full/1a_1a1163.csv,9,164530,164547,103087,103087,164530
../../queries/ceb-imdb-full/2b_2b279.csv,11,111576,115460,40443,40443,111576
../../queries/ceb-imdb-full/1a_1a886.csv,9,1004026,1005636,847007,847007,1004026
../../queries/ceb-imdb-full/9b_8c84742f8da42e83b76d8cd2aed5ad18e45b3cce.csv,9,303419,483897,213624,264854,370112
../../queries/ceb-imdb-full/1a_1a1605.csv,9,1816496,1819381,1301479,1301479,1816496
../../queries/ceb-imdb-full/1a_1a138.csv,9,201874,244651,71254,74113,244651
../../queries/ceb-imdb-full/10a_c5cda198f34526812f2b5360583aeaada55eaf70.csv,7,15586,15586,9526,9526,15586
../../queries/ceb-imdb-full/2a_2a546.csv,11,10679,10717,7960,8326,10717
../../queries/ceb-imdb-full/8a_8a390.csv,12,4226040,5031498,2046622,2046622,4226040
../../queries/ceb-imdb-full/1a_1a2318.csv,9,1049555,1080472,795731,795731,1049555
../../queries/ceb-imdb-full/2a_2a552.csv,11,70421,88662,33901,34037,70498
../../queries/ceb-imdb-full/8a_8a384.csv,12,265150,396138,92063,92063,265150
../../queries/ceb-imdb-full/3a_3a329.csv,10,35922,36286,23313,23313,35922
../../queries/ceb-imdb-full/1a_1a1611.csv,9,1448626,1454411,1107188,1140847,1454411
../../queries/ceb-imdb-full/1a_1a1177.csv,9,3747582,5493023,2601932,2601932,3747582
../../queries/ceb-imdb-full/1a_1a892.csv,9,343014,344246,314910,315586,343992
../../queries/ceb-imdb-full/10a_dbf37ff0c0039bd792a3c784b3a9a83562f016bd.csv,7,17171,24080,11561,11561,17171
../../queries/ceb-imdb-full/2b_2b28.csv,11,1538,1762,644,644,1538
../../queries/ceb-imdb-full/2a_2a234.csv,11,510513,515441,286230,287147,515279
../../queries/ceb-imdb-full/2b_2b255.csv,11,1356467,1357699,854175,854175,1356467
../../queries/ceb-imdb-full/1a_1a672.csv,9,18020,23261,14225,14225,18020
../../queries/ceb-imdb-full/2c_2c262.csv,9,207,263,151,151,207
../../queries/ceb-imdb-full/4a_4a493.csv,6,11239,11239,4144,4144,11239
../../queries/ceb-imdb-full/1a_1a2446.csv,9,1569834,1736349,773674,773674,1569834
../../queries/ceb-imdb-full/2b_2b10.csv,11,442,442,334,334,442
../../queries/ceb-imdb-full/9a_afa6e1f31ee3f20936ee7ce23a3a9252ed108e6e.csv,9,2194044,2288000,1962342,1962342,2194044
../../queries/ceb-imdb-full/9a_6460987d679437579156977dbda3bf7b9cc9b25f.csv,9,37373,52104,29517,29517,37373
../../queries/ceb-imdb-full/3a_3a477.csv,10,169163,169624,54629,54629,169163
../../queries/ceb-imdb-full/3a_3a311.csv,10,11442,18163,4773,5079,13652
../../queries/ceb-imdb-full/1a_1a2320.csv,9,2223478,2363752,1657174,1768106,2257326
../../queries/ceb-imdb-full/9a_aa0859b43a011d50228839b45d9e2c6ebf53e658.csv,9,2615928,2615928,1743816,1743816,2615928
../../queries/ceb-imdb-full/1a_1a1629.csv,9,826026,848230,587087,587503,838869
../../queries/ceb-imdb-full/1a_1a114.csv,9,388672,402091,270103,270186,397026
../../queries/ceb-imdb-full/1a_1a100.csv,9,42788,42788,35559,35559,42788
../../queries/ceb-imdb-full/10a_396bfb4e1af7ece9f86b8a4bc53c4bbac1c7d12b.csv,7,10375,15232,8626,8626,10375
../../queries/ceb-imdb-full/3a_3a305.csv,10,8183,9983,3246,3246,8183
../../queries/ceb-imdb-full/1a_1a2334.csv,9,112753,129382,53461,53461,112753
../../queries/ceb-imdb-full/1a_1a2452.csv,9,74208,86005,46242,55186,80110
../../queries/ceb-imdb-full/4a_4a487.csv,6,12506,12506,5008,5008,12506
../../queries/ceb-imdb-full/2a_2a218.csv,11,67963,102523,37228,39488,71407
../../queries/ceb-imdb-full/3a_3a463.csv,10,605977,820517,359179,359179,605977
../../queries/ceb-imdb-full/2b_2b241.csv,11,1146430,1742066,709903,709903,1146430
../../queries/ceb-imdb-full/9a_441bffac1a8acbf289cb125621f9c6deefadebec.csv,9,4324985,4733637,902308,1180103,4733637
../../queries/ceb-imdb-full/9a_8f984f66304f49125cb845a60a16ab767a10390e.csv,9,1404780,1611544,646692,646692,1404780
../../queries/ceb-imdb-full/1a_1a666.csv,9,40218,45155,22580,22580,40218
../../queries/ceb-imdb-full/9a_7d02a8c62dc9f49b8542028cb00b31ba1d76ff7e.csv,9,6379534,7047843,2721764,2721764,6379534
../../queries/ceb-imdb-full/2c_2c276.csv,9,102,135,44,44,102
../../queries/ceb-imdb-full/2a_2a230.csv,11,27433,43629,11843,11843,27433
../../queries/ceb-imdb-full/1a_1a896.csv,9,14689,15997,11843,11843,14689
../../queries/ceb-imdb-full/2b_2b269.csv,11,275738,279842,125735,125735,275738
../../queries/ceb-imdb-full/9a_5389b74fa447292274d3522a05949d0b24710cb4.csv,9,247107,367114,218346,218346,247107
../../queries/ceb-imdb-full/1a_1a1173.csv,9,345251,346175,234957,241507,346175
../../queries/ceb-imdb-full/1a_1a1615.csv,9,959281,982240,665815,669469,980303
../../queries/ceb-imdb-full/1a_1a128.csv,9,61180,61184,30397,30397,61180
../../queries/ceb-imdb-full/8a_8a380.csv,12,598036,915724,174725,174725,598036
../../queries/ceb-imdb-full/9a_711980258c127f1ac7a6964b3526fa80802d345b.csv,9,1367370,3725097,1164839,1164839,1367370
../../queries/ceb-imdb-full/2a_2a556.csv,11,9836,24353,8323,8323,9836
../../queries/ceb-imdb-full/8a_8a394.csv,12,1858677,2488862,538040,538040,1858677
../../queries/ceb-imdb-full/3a_3a339.csv,10,12427,15330,5747,5747,12427
../../queries/ceb-imdb-full/2a_2a542.csv,11,27096,27656,24601,24604,27656
../../queries/ceb-imdb-full/1a_1a2308.csv,9,994842,1314951,773674,773674,994842
../../queries/ceb-imdb-full/1a_1a1601.csv,9,26560,26570,11843,11843,26560
../../queries/ceb-imdb-full/11b_b619190e6ec40de0769e010d571ee22c20397391.csv,12,3176723,5049716,1208463,1208463,3176723
../../queries/ceb-imdb-full/9a_3bd6c880253288ef5f0fd647fd2bdab8dc14438f.csv,9,57856,57856,30845,30845,57856
../../queries/ceb-imdb-full/1a_1a882.csv,9,12177,12309,11843,11843,12177
../../queries/ceb-imdb-full/10a_ebc0096686849e672f8aa9e370790fd6300171a5.csv,7,152348,215471,134886,134988,158473
../../queries/ceb-imdb-full/1a_1a1167.csv,9,3444004,3444004,2589329,2589329,3444004
../../queries/ceb-imdb-full/9a_e509c146332b44a30da270de4861d9cbaa509e16.csv,9,14335145,14335145,8544430,8544430,14335145
../../queries/ceb-imdb-full/2b_2b38.csv,11,28978,34587,11128,11128,28978
../../queries/ceb-imdb-full/2a_2a224.csv,11,12060,20200,9805,9805,12060
../../queries/ceb-imdb-full/8a_8a419.csv,12,465689,682304,145463,145463,465689
../../queries/ceb-imdb-full/1a_1a2485.csv,9,99917,124226,64073,67853,106979
../../queries/ceb-imdb-full/4a_4a450.csv,6,5287,5287,2851,2851,5287
../../queries/ceb-imdb-full/10a_1152098d17878c5930148ed62b174ecd986b9e07.csv,7,37830,42829,14392,14392,37830
../../queries/ceb-imdb-full/3a_3a1061.csv,10,53678,53678,15329,15329,53678
../../queries/ceb-imdb-full/9a_baa0d2fc878d49831b2fd01379a8fe2b596f1388.csv,9,32376,32376,10080,10080,32376
../../queries/ceb-imdb-full/3b_729486001ad8e33e72afdf54702e7e457af9a828.csv,10,6728,10005,4919,4919,6728
../../queries/ceb-imdb-full/1a_1a869.csv,9,912347,912706,898389,898389,912347
../../queries/ceb-imdb-full/2b_2b296.csv,11,526,736,288,288,526
../../queries/ceb-imdb-full/10a_7507aa0e6e230bda12f2180f799575ec45479b58.csv,7,23678,25676,16962,16962,23678
../../queries/ceb-imdb-full/1a_1a1832.csv,9,262176,343281,183937,188104,277494
../../queries/ceb-imdb-full/6a_6a133.csv,14,59728,121725,26974,28553,60800
../../queries/ceb-imdb-full/11a_1469eb0bf3e240caf932a84ce339e550f5d7e6a9.csv,10,341174,474141,88835,98827,415557
../../queries/ceb-imdb-full/4a_4a336.csv,6,10312,10340,6417,6417,10312
../../queries/ceb-imdb-full/4a_4a322.csv,6,1037235,1491055,514722,514722,1037235
../../queries/ceb-imdb-full/5a_5a559.csv,10,861136,861228,400708,400708,861136
../../queries/ceb-imdb-full/9a_ecbceb241355e55b3852c20db144c5cadc10822d.csv,9,557328,557328,458601,458601,557328
../../queries/ceb-imdb-full/1a_1a1826.csv,9,16919,20480,11798,11798,16919
../../queries/ceb-imdb-full/6a_6a127.csv,14,31249,66104,18813,18813,31249
../../queries/ceb-imdb-full/1a_1a1198.csv,9,56543,59400,30549,30909,58098
../../queries/ceb-imdb-full/2b_2b282.csv,11,22947,38637,11843,11843,22947
